3415,2929,2512,2154,1848,1585,1359,1000,631,398.1,251.2,158.5,100,63.1,39.81,25.12,15.85,10,6.31,3.981,2.512,1.585,1,0.631,0.3981,0.2512,0.1585,0
7.223,3.6,3.6,3.6,3.6,3.6,3.708,3.6,3.6,3.6,3.6,3.6,3.813,3.6,4.902,6.942,9.295,52.286,175.99,300.383,356.402,380.517,356.766,381.905,373.767,369.111,340.867,308.077
