3415,2929,2512,2154,1848,1585,1359,1000,631,398.1,251.2,158.5,100,63.1,39.81,25.12,15.85,10,6.31,3.981,2.512,1.585,1,0.631,0.3981,0.2512,0.1585,0,0
5.02825,3.6175,3.61125,4.451833333,3.781833333,3.83375,3.897916667,3.7985,4.629833333,3.764666667,3.67425,3.652416667,4.074333333,4.7035,8.261333333,12.40075,23.20608333,76.15033333,207.4646667,305.7595833,354.2038333,366.9398333,369.1825833,374.76425,370.315,364.0986667,345.0256667,322.38325,333.4805
